INFORMATION|INFORMATIONS
INITIALIZATION|INITIALIZATIONS
INHERITANCE|INHERITANCES
INPUT|INPUTS
INQUIRY|INQUIRIES
INSERTION|INSERTIONS
INSTALLATION|INSTALLATIONS
INSTRUCTION|INSTRUCTIONS
INTEGER|INTEGERS
INTEGRAL|INTEGRALS
INTEGRATED CIRCUIT|INTEGRATED CIRCUITS
INTELLECT|INTELLECTS
INTERFACE|INTERFACES
INTERPRETER|INTERPRETERS
INTERRUPT|INTERRUPTS
INTERVAL|INTERVALS
INTRODUCTION|INTRODUCTIONS
INVENTOR|INVENTORS
ITEM|ITEMS
ITERATION|ITERATIONS
JOB|JOBS
JOBSTREAM|JOBSTREAMS
JOYSTICK|JOYSTICKS
KEYPAD|KEYPADS
KEYWORD|KEYWORDS
KLOOJE|KLOOJES
KRUFT|KRUFTS
LABEL|LABELS
LABORATORY|LABORATORIES
LANGUAGE|LANGUAGES
LIBRARY|LIBRARIES
LINKAGE|LINKAGES
LINKER|LINKERS
LIQUID|LIQUIDS
LIST|LISTS
LOAD|LOADS
LOGIC|LOGICS
LOOP|LOOPS
MACHINE|MACHINES
MAINFRAME|MAINFRAMES
MANUAL|MANUALS
MEMBER|MEMBERS
MEMORY|MEMORIES
MENU|MENUS
MERGE|MERGES
MESSAGE|MESSAGES
METHOD|METHODS
MICROPROCESSOR|MICROPROCESSORS
MODE|MODES
MODEL|MODELS
MODEM|MODEMS
MODIFICATION|MODIFICATIONS
MODULE|MODULES
MONITOR|MONITORS
MOTHERBOARD|MOTHERBOARDS
MOVE|MOVES
MUTANT|MUTANTS
NAND|GATE NAND GATES
NETWORK|NETWORKS
NO-OP|NO-OPS
NODE|NODES
NONSENSE|NONSENSES
NULL DEVICE|NULL DEVICES
NUMBER|NUMBERS
NUMBER CRUNCHER|NUMBER CRUNCHERS
OBJECT|OBJECTS
OCCURENCE|OCCURENCES
OPERAND|OPERANDS
OPERATING SYSTEM|OPERATING SYSTEMS
OPERATION|OPERATIONS
OPTION|OPTIONS
ORDER|ORDERS
OUTPUT|OUTPUTS
PACKAGE|PACKAGES
PAGE|PAGES
PARADIGM|PARADIGMS
PARAMETER|PARAMETERS
PARITY BIT|PARITY BITS
PART NUMBER|PART NUMBERS
PARTITION|PARTITIONS
PARTNER|PARTNERS
PASSWORD|PASSWORDS
PATCH|PATCHES
PATH|PATHS
PERSON|PERSONS
POINT|POINTS
POINTER|POINTERS
PREFERENCE|PREFERENCES
PRICE|PRICES
PRINTER|PRINTERS
PRINTOUT|PRINTOUTS
PROCEDURE|PROCEDURES
PROCESS|PROCESSES
PRODUCT|PRODUCTS
PROFESSOR|PROFESSORS
PROGRAM|PROGRAMS
PROGRAMMER|PROGRAMMERS
PROJECT|PROJECTS
PURGE|PURGES
QUALITY|QUALITIES
QUANTITY|QUANTITIES
QUERY|QUERIES
QUESTION|QUESTIONS
QUOTE|QUOTES
RAM|DUMP RAM DUMPS
RANDOM NUMBER|RANDOM NUMBERS
RATIO|RATIOS
REALITY|REALITIES
REASON|REASONS
RECORD|RECORDS
REFERENCE|REFERENCES
REFLECTION|REFLECTIONS
REFUSAL|REFUSALS
REGION|REGIONS
REGISTER|REGISTERS
REPLENISHMENT|REPLENISHMENTS
REQUIREMENT|REQUIREMENTS
ROBOT|ROBOTS
ROUTINE|ROUTINES
SAMPLE|SAMPLES
SCHEMA|SCHEMAS
SCIENCE|SCIENCES
SEARCH|SEARCHES
SECTION|SECTIONS
SELECTION|SELECTIONS
SELF|SELFS
SEQUENCE|SEQUENCES
SHOW|SHOWS
SITUATION|SITUATIONS
SIZE|SIZES
SOCKET|SOCKETS
SOFTWARE|SOFTWARES
SOLUTION|SOLUTIONS
SORT|SORTS
SPACE|SPACES
SPARK|SPARKS
SPECTRUM|SPECTRUMS
SPHERE|SPHERES
SPREAD SHEET|SPREAD SHEETS
STANDARD|STANDARDS
STATUS|STATUSES
STEP|STEPS
STORAGE|STORAGES
STRUCTURE|STRUCTURES
SUBJECT|SUBJECTS
SUBSCHEMA|SUBSCHEMAS
SUBSECTION|SUBSECTIONS
SUBSTITUTE|SUBSTITUTES
SUPER COMPUTER|SUPER COMPUTERS
SURPRISE|SURPRISES
SWITCH|SWITCHES
SYMBOL|SYMBOLS
SYNTAX ERROR|SYNTAX ERRORS
SYSTEM|SYSTEMS
TABLE|TABLES
TECHNICIAN|TECHNICIANS
TESSARECT|TESSARECTS
TEST|TESTS
THOUGHT|THOUGHTS
TIME|TIMES
TOOL|TOOLS
TRACE|TRACES
TRANSACTION|TRANSACTIONS
TRANSFER|TRANSFERS
TREE|TREES
TRIANGLE|TRIANGLES
TWOS-COMPLEMENT|TWOS-COMPLEMENTS
UNIT|UNITS
UPDATE|UPDATES
USAGE|USAGES
USER|USERS
UTILITY|UTILITIES
VACUUM|VACUUMS
VALUE|VALUES
VARIABLE|VARIABLES
VECTOR|VECTORS
VERSION|VERSIONS
VIOLATION|VIOLATIONS
VOLUME|VOLUMES
WARRANTY|WARRANTIES
WORD|WORDS
WORD PROCESSOR|WORD PROCESSORS
WORK|WORKS
%adjt
ABRASIVE|ABRASIVELY@MORE ABRASIVE#MOST ABRASIVE
ABSURD|ABSURDLY@ABSURDER#ABSURDEST
ACTIVE|ACTIVELY@MORE ACTIVE#MOST ACTIVE
ALARMING|ALARMINGLY@MORE ALARMING#MOST ALARMING
ALERT|ALERTLY@MORE ALERT#MOST ALERT
AMORPHOUS|AMORPHOUSLY@MORE AMORPHOUS#MOST AMORPHOUS
APATHETIC|APATHETICALLY@MORE APATHETIC#MOST APATHETIC
ASTONISHING|ASTONISHINGLY@MORE ASTONISHING#MOST ASTONISHING
AUTOMATIC|AUTOMATICALLY@MORE AUTOMATIC#MOST AUTOMATIC
AVERAGE|AVERAGELY@MORE AVERAGE#MOST AVERAGE
BAD|BADLY@BADDER#BADDEST
BASIC|BASICALLY@MORE BASIC#MOST BASIC
BEAUTIFUL|BEAUTIFULLY@MORE BEAUTIFUL#MOST BEAUTIFUL
BERZERK|BERZERKLY@BERZERKER#BERZERKEST
BIZAAR|BIZAARLY@BIZAARER#BIZAAREST
BLETCHEROUS|BLETCHEROUSLY@MORE BLETCHEROUS#MOST BLETCHEROUS
BLIND|BLINDLY@BLINDER#BLINDEST
BLINKING|BLINKINGLY@MORE BLINKING#MOST BLINKING
BOGUS|BOGUSLY@MORE BOGUS#MOST BOGUS
BOLD|BOLDLY@BOLDER#BOLDEST
BORING|BORINGLY@MORE BORING#MOST BORING
BRAVE|BRAVELY@BRAVER#BRAVEST
CAUSTIC|CAUSTICALLY@MORE CAUSTIC#MOST CAUSTIC
CHEAP|CHEAPLY@CHEAPER#CHEAPEST
COLD|COLDLY@COLDER#COLDEST
COBOL|COBOL LIKE|MORE COBOL LIKE|MOSTLY COBOL
CONCISE|CONCISELY@CONCISER#CONCISEST
CONSIDERATE|CONSIDERATELY@MORE CONSIDERATE#MOST CONSIDERATE
CONVOLUTED|CONVOLUTEDLY@MORE CONVOLUTED#MOST CONVOLUTED
CORRECT|CORRECTLY@MORE CORRECT#MOST CORRECT
COURTEOUS|COURTEOUSLY@MORE COURTEOUS#MOST COURTEOUS
CREATIVE|CREATIVELY@MORE CREATIVE#MOST CREATIVE
DEAR|DEARLY@DEARER#DEAREST
DEEP|DEEPLY@DEEPER#DEEPEST
DEFECTIVE|DEFECTIVELY@MORE DEFECTIVE#MOST DEFECTIVE
DELIGHTFUL|DELIGHTFULLY@MORE DELIGHTFUL#MOST DELIGHTFUL
DEPLETED|DEPLETEDLY@MORE DEPLETED#MOST DEPLETED
DESTRUCTIVE|DESTRUCTIVELY@MORE DESTRUCTIVE#MOST DESTRUCTIVE
DETACHED|DETACHEDLY|MORE DETACHED|MOST DETACHED
DEVOUT|DEVOUTLY@DEVOUTER#DEVOUTEST
DIFFERENT|DIFFERENTLY@MORE DIFFERENT#MOST DIFFERENT
DIFFUSE|DIFFUSELY@MORE DIFFUSE#MOST DIFFUSE
DISPOSABLE|DISPOSABLY@MORE DISPOSABLE#MOST DISPOSABLE
DISTANT|DISTANTLY@MORE DISTANT#MOST DISTANT
DROWSY|DROWSILY@DROWSIER#DROWSIEST
DRY|DRYLY@DRIER#DRIEST
DUMB|DUMBLY@DUMBER#DUMBEST
DUSTY|DUSTILY@DUSTIER#DUSTIEST
EASY|EASILY@EASIER#EASIEST
EDUCATED|EDUCATEDLY@MORE EDUCATED#MOST EDUCATED
ELECTRIC|ELECTRICALLY@MORE ELECTRIC#MOST ELECTRIC
ENERGETIC|ENERGETICALLY@MORE ENERGETIC#MOST ENERGETIC
EVEN|EVENLY@MORE EVEN#MOST EVEN
EVIL|EVILY@MORE EVIL#MOST EVIL
EXCITABLE|EXCITABLY@MORE EXCITABLE#MOST EXCITABLE
EXUBERANT|EXUBERANTLY@MORE EXUBERANT#MOST EXUBERANT
FAIR|FAIRLY@FAIRER#FAIREST
FANTASTIC|FANTASTICALLY@MORE FANTASTIC#MOST FANTASTIC
FEARFUL|FEARFULLY@MORE FEARFUL#MOST FEARFUL
FLEXIBLE|FLEXIBLY@MORE FLEXIBLE#MOST FLEXIBLE
FLUID|FLUIDLY@MORE FLUID#MOST FLUID
FOAMING|FOAMINGLY@MORE FOAMING#MOST FOAMING
FOOLISH|FOOLISHLY@MORE FOOLISH#MOST FOOLISH
FORBIDDING|FORBIDDINGLY@MORE FORBIDDING#MOST FORBIDDING
FREEZING|FREEZINGLY@MORE FREEZING#MOST FREEZING
FRESH|FRESHLY@FRESHER#FRESHEST
FROTHING|FROTHINGLY@MORE FROTHING#MOST FROTHING
FUNNY|FUNNY@FUNNIER#FUNNIEST
FUZZY|FUZZILY@FUZZIER#FUZZIEST
GENERAL|GENERALLY@MORE GENERAL#MOST GENERAL
GLORIOUS|GLORIOUSLY@MORE GLORIOUS#MOST GLORIOUS
GLOWING|GLOWINGLY@MORE GLOWING#MOST GLOWING
GRAND|GRANDLY@GRANDER#GRANDEST
GREESY|GREESILY@GREESIER#GREESIEST
GRINDING|GRINDINGLY@MORE GRINDING#MOST GRINDING
GROSS|GROSSLY@GROSSER#GROSSEST
GULLIBLE|GULLIBLY@MORE GULLIBLE#MOST GULLIBLE
HAPPY|HAPPILY@HAPPIER#HAPPIEST
HARD|HARDLY@HARDER#HARDEST
HATEFUL|HATEFULLY@MORE HATEFUL#MOST HATEFUL
HEATED|HEATEDLY@MORE HEATED#MOST HEATED
HEAVY|HEAVILY@HEAVIER#HEAVIEST
HELPFUL|HELPFULLY@MORE HELPFUL#MOST HELPFUL
HIGH|HIGHLY@HIGHER#HIGHEST
HOPELESS|HOPELESSLY@MORE HOPELESS#MOST HOPELESS
HORRIBLE|HORRIBLY@MORE HORRIBLE#MOST HORRIBLE
HOT|HOTLY@HOTTER#HOTTEST
HUMOROUS|HUMOROUSLY@MORE HUMOROUS#MOST HUMOROUS
HUNGRY|HUNGRILY@HUNGRIER#HUNGRIEST
IDIOTIC|IDIOTICALLY@MORE IDIOTIC#MOST IDIOTIC
IGNORANT|IGNORANTLY@MORE IGNORANT#MOST IGNORANT
IMPORTANT|IMPORTANTLY@MORE IMPORTANT#MOST IMPORTANT
IMPRESSIVE|IMPRESSIVELY@MORE IMPRESSIVE#MOST IMPRESSIVE
INDEFINITE|INDEFINITELY@MORE INDEFINITE#MOST INDEFINITE 
INDESCRIBABLE|INDESCRIBABLY@MORE INDESCRIBABLE#MOST INDESCRIBABLE
INDIRECT|INDIRECTLY@MORE INDIRECT#MOST INDIRECT
INSTANT|INSTANTLY@MORE INSTANT#MOST INSTANT
INTERACTIVE|INTERACTIVELY|MORE INTERACTIVE|MOST INTERACTIVE
INTERMITANT|INTERMITANTLY@MORE INTERMITANT#MOST INTERMITANT
JOYOUS|JOYOUSLY@MORE JOYOUS#MOST JOYOUS
JUBILANT|JUBILANTLY@MORE JUBILANT#MOST JUBILANT
KIND|KINDLY@KINDER#KINDEST
KNOWING|KNOWINGLY@MORE KNOWING#MOST KNOWING
LAMENTABLE|LAMENTABLY@MORE LAMENTABLE#MOST LAMENTABLE
LATE|LATELY@LATER#LATEST
LAZY|LAZILY@LAZIER#LAZIEST
LOGICAL|LOGICALLY@MORE LOGICAL#MOST LOGICAL
LONG|LONGLY@LONGER#LONGEST
LOQUACIOUS|LOQUACIOUSLY@MORE LOQUACIOUS#MOST LOQUACIOUS
LOUSY|LOUSILY@LOUSIER#LOUSIEST
LOW|LOWLY@LOWER#LOWEST
LUSCIOUS|LUSCIOUSLY@MORE LUSCIOUS#MOST LUSCIOUS
MAGIC|MAGICALLY@MORE MAGIC#MOST MAGIC
MAGNIFICENT|MAGNIFICENTLY@MORE MAGNIFICENT#MOST MAGNIFICENT
MANIACAL|MANIACALLY@MORE MANIACAL#MOST MANIACAL
MASTERFUL|MASTERFULLY@MORE MASTERFUL#MOST MASTERFUL
MEANINGFUL|MEANINGFULLY@MORE MEANINGFUL#MOST MEANINGFUL
METALLIC|METALLICALLY@MORE METALLIC#MOST METALLIC
MISERABLE|MISERABLY@MORE MISERABLE#MOST MISERABLE
MONOLITHIC|MONOLITHICALLY@MORE MONOLITHIC#MOST MONOLITHIC
MONSTROUS|MONSTROUSLY@MORE MONSTROUS#MOST MONSTROUS
MUNDANE|MUNDANELY@MUNDANER#MUNDANEST
NATURAL|NATURALLY@MORE NATURAL#MOST NATURAL
NEAR|NEARLY@NEARER#NEAREST
NEAT|NEATLY@NEATER#NEATEST
NOISOME|NOISOMELY@MORE NOISOME#MOST NOISOME
NONEXISTANT|NONEXISTANTLY@MORE NONEXISTANT#MOST NONEXISTANT
NUCLEAR|NUCLEARLY@MORE NUCLEAR#MOST NUCLEAR
OBEDIENT|OBEDIENTLY@MORE OBEDIENT#MOST OBEDIENT
OBVIOUS|OBVIOUSLY@MORE OBVIOUS#MOST OBVIOUS
ODD|ODDLY@ODDER#ODDEST
ODIFEROUS|ODIFEROUSLY@MORE ODIFEROUS#MOST ODIFEROUS
OMNIVOROUS|OMNIVOROUSLY@MORE OMNIVOROUS#MOST OMNIVOROUS
OPEN|OPENLY@MORE OPEN#MOST OPEN
PAINLESS|PAINLESSLY@MORE PAINLESS#MOST PAINLESS
PATHETIC|PATHETICALLY@MORE PATHETIC#MOST PATHETIC
PECULIAR|PECULIARLY@MORE PECULIAR#MOST PECULIAR
PERCEPTIVE|PERCEPTIVELY@MORE PERCEPTIVE#MOST PERCEPTIVE
PERSISTANT|PERSISTANTLY@MORE PERSISTANT#MOST PERSISTANT
PLASTIC|PLASTICALLY@MORE PLASTIC#MOST PLASTIC
PLEASANT|PLEASANTLY@MORE PLEASANT#MOST PLEASANT
PONDEROUS|PONDEROUSLY@MORE PONDEROUS#MOST PONDEROUS
POWERFUL|POWERFULLY@MORE POWERFUL#MOST POWERFUL
PRECIOUS|PRECIOUSLY@MORE PRECIOUS#MOST PRECIOUS
PRECISE|PRECISELY@MORE PRECISE#MOST PRECISE
PRETTY|PRETTILY@PRETTIER#PRETTIEST
PROPER|PROPERLY@MORE PROPER#MOST PROPER
PROUD|PROUDLY@PROUDER#PROUDEST
QUEER|QUEERLY@QUEERER#QUEEREST
QUICK|QUICKLY@QUICKER#QUICKEST
READY|READILY@MORE READY#MOST READY
RELENTING|RELENTINGLY@MORE RELENTING#MOST RELENTING
RELUCTANT|RELUCTANTLY@MORE RELUCTANT#MOST RELUCTANT
REVERENT|REVERENTLY@MORE REVERENT#MOST REVERENT
ROUDY|ROUDILY@ROUDIER#ROUDIEST
ROUGH|ROUGHLY@ROUGHER#ROUGHEST
RUDE|RUDELY@RUDER#RUDEST
SAD|SADLY@SADDER#SADDEST
SALIENT|SALIENTLY@MORE SALIENT#MOST SALIENT
SAVAGE|SAVAGELY@MORE SAVAGE#MOST SAVAGE
SCRUFFY|SCRUFFILY@SCRUFFIER#SCRUFFIEST
SELF MODIFYING|SELF MODIFYINGLY@MORE SELF MODIFYING#MOST SELF MODIFYING
SHARP|SHARPLY@SHARPER#SHARPEST
SHORT|SHORTLY@SHORTER#SHORTEST
SKEWED|SKEWEDLY@MORE SKEWED#MOST SKEWED
SLOPPY|SLOPPILY@SLOPPIER#SLOPPIEST
SLOW|SLOWLY@SLOWER#SLOWEST
SMOOTH|SMOOTHLY@SMOOTHER#SMOOTHEST
SOFT|SOFTLY@SOFTER#SOFTEST
SOULFUL|SOULFULLY@MORE SOULFUL#MOST SOULFUL
SPACIOUS|SPACIOUSLY@MORE SPACIOUS#MOST SPACIOUS
SPASTIC|SPASTICALLY@MORE SPASTIC#MOST SPASTIC
SPECKLED|SPECKLEDLY@MORE SPECKLED#MOST SPECKLED
SPECTACULAR|SPECTACULARLY@MORE SPECTACULAR#MOST SPECTACULAR
SPIFFY|SPIFFILY@SPIFFIER#SPIFFIEST
SQUEEKING|SQUEEKINGLY@MORE SQUEEKING#MOST SQUEEKING
STATIC|STATICALLY@MORE STATIC#MOST STATIC
STRANGE|STRANGELY@STRANGER#STRANGEST
STRATEGIC|STRATEGICALLY@MORE STRATEGIC#MOST STRATEGIC
STUDIOUS|STUDIOUSLY@MORE STUDIOUS#MOST STUDIOUS
STUPID|STUPIDLY@MORE STUPID#MOST STUPID
SUBNORMAL|SUBNORMALLY@MORE SUBNORMAL#MOST SUBNORMAL
SUCCESSFUL|SUCCESSFULLY@MORE SUCCESSFUL#MOST SUCCESSFUL
SWIFT|SWIFTLY@SWIFTER#SWIFTEST
TANGIBLE|TANGIBLY@MORE TANGIBLE#MOST TANGIBLE
TEPID|TEPIDLY@MORE TEPID#MOST TEPID
TERSE|TERSELY@TERSER#TERSEST
THRASHING|THRASHINGLY@MORE THRASHING#MOST THRASHING
TIGHT|TIGHTLY@TIGHTER#TIGHTEST
TIRED|TIREDLY@TIREDER#TIREDEST
TRAGIC|TRAGICALLY@MORE TRAGIC#MOST TRAGIC
TWISTED|TWISTEDLY@MORE TWISTED#MOST TWISTED
TYPICAL|TYPICALLY@MORE TYPICAL#MOST TYPICAL
UNBELIEVABLE|UNBELIEVABLY@MORE UNBELIEVABLE#MOST UNBELIEVABLE
UNIFORM|UNIFORMLY@MORE UNIFORM#MOST UNIFORM
URBANE|URBANELY@URBANER#URBANEST
VACANT|VACANTLY@MORE VACANT#MOST VACANT
VAIN|VAINLY@VAINER#VAINEST
VENOMOUS|VENOMOUSLY@MORE VENOMOUS#MOST VENOMOUS
VERBOSE|VERBOSELY@VERBOSER#VERBOSEST
VIBRANT|VIBRANTLY@MORE VIBRANT#MOST VIBRANT
VIRTUOUS|VIRTUOUSLY@MORE VIRTUOUS#MOST VIRTUOUS
VITAL|VITALLY@MORE VITAL#MOST VITAL
WEAK|WEAKLY@WEAKER#WEAKEST
WET|WETLY@WETTER#WETTEST
WHOLESOME|WHOLESOMELY@MORE WHOLESOME#MOST WHOLESOME
WIDE|WIDELY@WIDER#WIDEST
WIERD|WIERDLY@WIERDER#WIERDEST
WILD|WILDLY@WILDER#WILDEST
WISE|WISELY@WISER#WISEST
WONDERFUL|WONDERFULLY@MORE WONDERFUL#MOST WONDERFUL
WRETCHED|WRETCHEDLY@MORE WRETCHED#MOST WRETCHED
WRITHING|WRITHINGLY@MORE WRITHING#MOST WRITHING
%been
AIN'T
BE
SHOULD BE
COULD BE
WOULD BE
CAN'T BE
MIGHT BE NOT
MAY BE
MIGHT BE
MAY BE NOT
COULD NOT BE
SHOULD NOT BE
WOULD NOT BE
MAY NOT BE
MIGHT NOT BE
WILL BE
WILL NOT BE
WON'T BE
COULD HAVE BEEN
SHOULD HAVE BEEN
WOULD HAVE BEEN
WILL HAVE BEEN
COULD BE NOT
SHOULD BE NOT
WOULD BE NOT
COULDN'T HAVE BEEN
SHOULDN'T HAVE BEEN
WOULDN'T HAVE BEEN
SHOULD BE
%ivrb
ADD|ADDED
ASSEMBLE|ASSEMBLED
ATTEMPT|ATTEMPTED
CALCULATE|CALCULATED
CLIMB|CLIMBED
CLOSE|CLOSED
CODE|CODED
COMBINE|COMBINED
COMPARE|COMPARED
COMPILE|COMPILED
COMPUTE|COMPUTED
CONCLUDE|CONCLUDED
CONTEND|CONTENDED
CONTINUE|CONTINUED
CONVERT|CONVERTED
CRASH|CRASHED
CRUNCH|CRUNCHED
DECREASE|DECREASED
DECREMENT|DECREMENTED
DIGEST|DIGESTED
DOUBLE|DOUBLED
DUMP|DUMPED
ENHANCE|ENHANCED
ENTER|ENTERED
EXIST|EXISTED
EXPLODE|EXPLODED
EXTEND|EXTENDED
FLASH|FLASHED
FLOAT|FLOATED
FRY|FRIED
HIT|HITTED
GENERATE|GENERATED
IMPLODE|IMPLODED
INCREASE|INCREASED
INCREMENT|INCREMENTED
JUGGLE|JUGGLED
JUMP|JUMPED
LINK|LINKED
LISTEN|LISTENED
MANIPULATE|MANIPULATED
MUNCH|MUNCHED
OPEN|OPENED
OPERATE|OPERATED
OVERFLOW|OVERFLOWED
PASS|PASSED
PERFORM|PERFORMED
PLAN|PLANNED
PREPARE|PREPARED
RAIN|RAINED
REJECT|REJECTED
REPEAT|REPEATED
SHOW|SHOWED
SPIT|SPITTED
SLIP|SLIPPED
SUMMARIZE|SUMMARIZED
TERMINATE|TERMINATED
TOGGLE|TOGGLED
TRIPLE|TRIPLED
TURN|TURNED
TWITCH|TWITCHED
WRIGGLE|WRIGGLED
%tvrb
ABSORB|ABSORBED
ACCESS|ACCESSED
ALLOCATE|ALLOCATED
ALLOW|ALLOWED
ASSEMBLE|ASSEMBLED
ASSIGN|ASSIGNED
BENEFIT|BENEFITTED
CALCULATE|CALCULATED
CLIMB|CLIMBED
CLOSE|CLOSED
CODE|CODED
COLLIDE|COLLIDED
COMBINE|COMBINED
COMMAND|COMMANDED
COMPARE|COMPARED
COMPILE|COMPILED
CONCLUDE|CONCLUDED
CONTAIN|CONTAINED
CONVERT|CONVERTED
COOK|COOKED
COPY|COPIED
CRASH|CRASHED
CRUNCH|CRUNCHED
DEBUG|DEBUGGED
DECREASE|DECREASED
DECREMENT|DECREMENTED
DELETE|DELETED
DELIVER|DELIVERED
DESCRIBE|DESCRIBED
DESTROY|DESTROYED
DETECT|DETECTED
DEVISE|DEVISED
DIGEST|DIGESTED
DIRECT|DIRECTED
DISPLAY|DISPLAYED
DIVIDE|DIVIDED
DOUBLE|DOUBLED
DUMP|DUMPED
EDIT|EDITED
EMPHASIZE|EMPHASIZED
EMULATE|EMULATED
ENCRYPT|ENCRYPTED
ENHANCE|ENHANCED
ERASE|ERASED
EVALUATE|EVALUATED
EXECUTE|EXECUTED
EXPLODE|EXPLODED
EXPRESS|EXPRESSED
EXTEND|EXTENDED
FACILITATE|FACILITATED
FLASH|FLASHED
FLIP|FLIPPED
FORMAT|FORMATTED
FRY|FRIED
GATHER|GATHERED
IDENTIFY|IDENTIFIED
IGNORE|IGNORED
IMPLEMENT|IMPLEMENTED
IMPLODE|IMPLODED
INCLUDE|INCLUDED
INCREASE|INCREASED
INCREMENT|INCREMENTED
INSTALL|INSTALLED
INDICATE|INDICATED
INSTRUCT|INSTRUCTED
INVOKE|INVOKED
JUGGLE|JUGGLED
